,symbol,sector,industry,ipo_date,sym_day0_OTC,sym_1day_ret,sym_5day_ret,sym_22day_ret,sym_91day_ret,sym_252day_ret,iwv_day0_OTC,iwv_1day_ret,iwv_5day_ret,iwv_22day_ret,iwv_91day_ret,iwv_252day_ret
53,RIOT,Technology,SoftwareÑApplication,2016-03-31,0.16883121842630944,-0.025925899887444426,0.10370369856935535,0.1444443135185587,0.1777777689760376,0.48629623508752795,-0.0014045953124012245,0.005792014577161275,0.3788882430674121,0.002316792107825316,0.07089280927150488,0.1765786692782525
54,TWTR,Communication Services,Internet Content & Information,2013-11-07,-0.004434522284007314,-0.07238307103679731,-0.05122501054776507,0.09443202048279953,0.11625829016948308,-0.09042319009612865,-0.01692520402622555,0.014347265448579005,0.6690134446542713,0.03825907000485529,0.08646837347771563,0.17413244930369887
55,JD,Consumer Cyclical,Internet Retail,2014-05-22,-0.03908047730895292,-0.03827747615608834,0.21531100871457576,0.2617225512221222,0.23540670651169737,0.6200957525535429,0.0032836594389415996,0.004864884578624329,0.5300810062860903,0.041132049009895644,0.04152583855587966,0.14712189103648354
56,JMIA,Consumer Cyclical,Internet Retail,2019-04-12,0.343535517648359,0.25333860938247743,0.38059712450327265,0.005498872821344758,-0.5180675216423396,-0.8731343230470352,0.00040878439978198067,-0.000934076196620337,-0.07685856770757016,-0.02428616485879853,0.007388637344801774,-0.05677845599694464
57,TWLO,Communication Services,Internet Content & Information,2016-06-23,0.200083417682561,-0.08648841956527553,0.28794722653365,0.4154219765245737,0.1851336522008511,-0.00138940306548474,0.005068768595843487,-0.036983695343699496,0.33407321790240063,0.028121212105118643,0.0130405651075296,0.17738688286626636
58,LI,Consumer Cyclical,Auto Manufacturers,2020-07-30,0.0626210024330085,-0.02794648299261393,0.017618525617107306,0.0692588918836865,0.9131228142548247,-0.00138940306548474,0.007501534118727449,0.0057032489939896625,-0.18406851629369203,0.08000228993965353,0.16561411999527387,0.17738688286626636
59,TNXP,Healthcare,Biotechnology,2012-05-10,0.0,0.0,-0.12,-0.33333333333333337,-0.5066666666666666,-0.6666666666666667,-0.005683210657247639,-0.0028582367854852464,1.2315078520450498,-0.03764910801692112,0.07954715046895511,0.2330052616430398
60,IIPR,Real Estate,REITÑIndustrial,2016-12-01,-0.05432100649233207,-0.03655367492403905,-0.11801584913799801,-0.023498815323487077,-0.052219438402207996,-0.03593652950849846,-0.005940132463629122,0.0009192185106430273,0.26524509733862955,0.031206146272723112,0.07280556885239409,0.22477543208464223
61,SFIX,Consumer Cyclical,Specialty Retail,2017-11-17,-0.10619475300230163,-0.01980193033758304,0.22904299063208522,0.6343234886024272,0.32607265072240676,0.7683169366393876,0.00039252571931935876,0.0023543800868126574,0.06107934625216904,0.039304155282850806,0.007308029581869713,0.07252451638847068
62,CODX,Healthcare,Diagnostics & Research,2017-07-12,-0.031666676203409794,-0.036144585234971105,-0.14974180621813715,-0.3270223538143239,-0.075731508012711,-0.3855421741131916,0.0022172398086901524,0.0016591385125059865,0.12641828316830894,-0.00511631233596388,0.06331328615700027,0.16052478999566389
63,PLAY,Consumer Cyclical,Restaurants,2014-10-10,0.016470628626206185,0.012731515387787606,0.01157402295379728,0.27662041053630215,0.7638890078217779,1.3055556932673218,-0.01123594452133525,-0.015891249121898543,0.5232017376176701,0.0758165775250288,0.12423623741741596,0.08292794883681309
64,FSR,Consumer Cyclical,Auto Manufacturers,2018-10-02,0.0,0.0,0.003124972060323916,0.005208253653516293,0.015624959642690062,0.05208333126372766,-0.0013907640111867625,0.0018570321220103825,-0.07388219072276592,-0.07387417197179247,-0.053377691466113375,-0.0027943042904003956
65,CVNA,Consumer Cyclical,Internet Retail,2017-04-28,-0.17777774952076097,-0.02972972183469058,-0.10090097303988577,-0.08288288690780476,0.609909930189324,1.4729729567184808,-0.005068289687997107,0.002476456322482612,0.15785136099660235,0.01047115471704374,0.03749934029535873,0.13759721857000007
66,OKTA,Technology,SoftwareÑInfrastructure,2017-04-07,-0.010105253520764856,-0.011059133404959676,0.04168436974459944,0.014887298088570589,0.045937895074083634,0.6444066129747896,7.170689113067397e-05,0.0006456815866706656,0.17404916200438447,0.018222101846630645,0.05028382648247964,0.12863341947873885
67,HTBX,Healthcare,Biotechnology,2013-07-24,-0.042999965122767825,-0.029258151823829515,-0.021943591090161307,0.05433641148280888,-0.1410658255799524,-0.566353202846813,-0.007113933674697259,0.0038808202218034715,0.7434289661895044,-0.01154321272018577,0.08055514997501012,0.19729736740487525
68,SDC,Healthcare,Medical Devices,2019-09-12,-0.19038368369323466,0.12057589800135715,0.16856625393412106,-0.33233352948398265,-0.1901619713128817,-0.31793642270415357,0.0,-0.001131996917325906,-0.10992390755520909,-0.014260379664980616,0.10771855539512254,0.12076827680287727
69,NOVN,Healthcare,Biotechnology,2016-09-21,0.2569445042330558,0.17127073569807316,0.21602208646443222,0.13259666121263325,-0.7756906156236297,-0.6861878614017242,0.007542478968214361,0.007875702956873454,0.2927266100351449,-0.009746223418030997,0.06501116792961215,0.18104757122457915
70,OGI,Healthcare,Drug ManufacturersÑSpecialty & Generic,2019-05-21,-0.06690560937112067,-0.025608170388021545,0.005121634077604353,-0.18181819291903534,-0.5300896154695989,-0.8002560878093496,0.0033873658463023926,-0.0037905214036113577,-0.06346308515148902,0.03135596703733956,0.03420333200141257,0.021121055932560306
71,UA,Consumer Cyclical,Apparel Manufacturing,2016-03-23,-0.004796137220434926,-0.015180747138966,0.01204817381037615,0.08578311232023617,-0.13850650893730887,-0.5750774302623117,-0.006505410920520482,0.0,0.3990296579422765,0.033747411013746564,0.08062794668945661,0.18536685581033918
72,ACST,Healthcare,Biotechnology,2012-02-07,0.0,0.0,0.0,0.3636363206457873,0.6942148226205236,1.0661156373421017,0.004381004841595315,0.0018695327990683186,1.2471473382835678,0.011590342972439771,-0.007381294339762756,0.14225457224275506
73,QS,Consumer Cyclical,Auto Parts,2020-08-17,0.005076064479612397,-0.004040400342860351,-0.010808020343511582,0.8848485420631078,10.190909614598038,1.0661156373421017,0.001825190632353868,0.001821799240369737,-0.21805201489750847,0.002783282777950369,0.1279899959019244,0.14225457224275506
74,SBE,Financial Services,Shell Companies,2019-09-16,0.011399027430046171,0.0,0.009221326893165571,-0.00256153397728498,0.01639342660450316,0.06249996335780117,0.0021612422261063635,0.0022702010989383847,-0.10744863489024692,-0.0031397475463893487,0.10134857424673283,0.1416769996925631
75,BIOC,Healthcare,Diagnostics & Research,2014-02-05,-0.06000000000000005,-0.07978723404255317,-0.05638297872340425,-0.1265957446808511,-0.4212765957446809,-0.7872340425531915,0.001142266670172143,0.012360732330806146,0.6512825485151492,0.07863451742864158,0.10813777587508855,0.17631954550197992
76,BNTX,Healthcare,Biotechnology,2019-10-10,-0.13696971084132337,-0.02949438785426084,-0.09129214969311639,0.3251405296723311,1.2738765160508612,5.17626392990708,0.007343006704885857,0.011255114474070682,-0.08688462735222191,0.05458356112796148,0.15736849585753054,0.20026301191995977
77,GRWG,Consumer Cyclical,Home Improvement Retail,2018-02-07,-0.020920502425963994,-0.034188002141121165,-0.054700803425793865,-0.20683761673034962,-0.29401706294552177,-0.44273503528065206,-0.00195582055895116,-0.036158950158446945,0.02137751043818792,0.043302609610502474,0.05244552193480678,0.028030505175257403
78,IPOE,Financial Services,Shell Companies,2020-12-01,0.0,-0.004716998956176499,0.0018867456009075134,0.17358482383926588,-0.29401706294552177,-0.44273503528065206,-0.0003221284325429785,0.0016112863664159427,-0.291458503981605,0.03309709125084903,0.05244552193480678,0.028030505175257403
79,BOXL,Technology,Communication Equipment,2017-11-30,-0.12977099752668675,-0.1378445992485453,-0.09160400311366301,-0.3721804239464752,-0.5300751890931208,-0.7117794552858504,0.0038347872873598643,-0.0017827421308744817,0.033042518811065236,0.018965435878908865,0.012660656269119608,0.04554484619428245
80,CCIV,Financial Services,Shell Companies,2020-09-18,-0.035121917724609375,-0.003033436360370123,-0.012133456157066735,-0.021233572381901378,1.2578361120869102,-0.7117794552858504,-0.013697225117304979,-0.011212723551125015,-0.20526211176862197,0.03970193473344463,0.17557130006579857,0.04554484619428245
81,DOCU,Technology,SoftwareÑApplication,2018-04-27,0.045526303743061325,-0.027686848396554886,0.05612885899647835,0.21897812391592453,0.5882204681890442,0.45129626256639344,-0.0020197694895089935,-0.008032445008271716,0.017804317816513704,0.013787690134693165,0.09211653882635429,0.11522463253422832
82,KHC,Consumer Defensive,Packaged Foods,2015-07-06,0.02760562090806551,0.022889345215425516,0.059621270319482056,0.10159124307431866,-0.005103246163239761,0.2556002649714355,0.0040567951318457585,0.005737265649049084,0.36739321369889044,0.008888685968977184,0.0024208405946757328,0.019314671717467258
83,LAZR,Technology,SoftwareÑApplication,2019-03-25,0.0,0.001020431498694352,-0.0051020601797675535,0.0,0.0326530294485865,-0.0051020601797675535,0.0008521480027370298,0.007480402942585229,-0.03834520011465614,0.048105518089204935,0.061401800330856515,-0.20795477112560634
84,SNOW,Technology,SoftwareÑApplication,2020-09-16,0.03644894969706636,-0.10392627948973043,-0.07391796776695636,-0.05091951738166789,0.10652549557264956,-0.0051020601797675535,-0.00741377022555767,-0.00852883495105694,-0.22022235658306155,0.036445287135761895,0.17251450619791764,-0.20795477112560634
85,TTOO,Healthcare,Diagnostics & Research,2014-08-07,-0.10219436576382113,-0.06424581675280816,0.17108944239886914,0.40013964136517144,0.21508379813857692,-0.01955305439513333,-0.009308392546595656,0.01097664786877206,0.5123980233725263,0.05128233109044511,0.04288766245460662,0.11024535049194051
86,FUBO,Communication Services,Broadcasting,2019-03-27,-0.02058823941900667,0.0,-0.28928928255241815,-0.2842842583401637,-0.32432430884385455,-0.22122118237670918,-0.005426645294855703,0.004304368060152219,-0.04137677192525857,0.048742004858382426,0.017215945767462104,-0.12093950987618585
87,COTY,Consumer Defensive,Household & Personal Products,2013-06-13,-0.007999965122767794,0.009216464582170625,-0.009792656993970805,-0.010368653355273594,-0.04853086292279929,-0.0018614994726241507,0.01625674836887514,-0.005434533192979596,0.8048017197380553,0.03324520358349403,0.08477178454166645,0.2070914407449349
88,NET,Technology,SoftwareÑInfrastructure,2019-09-13,0.0,0.03499995337592221,0.04166666666666674,-0.12833335664537215,0.009444448682996986,0.898333231608073,-0.002543217712406287,-0.0016431182318813464,-0.10891520231114937,-0.014679870852751575,0.10994596457416517,0.12249992705824986
89,FUV,Consumer Cyclical,Recreational Vehicles,2017-09-21,-0.02542374456658214,-0.036521745764690916,-0.1669565283733866,-0.27826085297957714,-0.4173913209334664,-0.2382608496624491,-0.0014793975574652896,0.0005387797479528,0.09721283579961026,0.03182185630916656,0.12972962407391098,0.19203916341285843
90,AVGR,Healthcare,Medical Devices,2015-01-30,0.026615969581748944,-0.013333333333333308,-0.026666666666666616,-0.17925925925925923,-0.07407407407407407,0.07407407407407418,-0.007674325909438395,0.011012245535315879,0.4355135882246506,0.05943185236410553,0.06584224477169776,-0.027597403641065776
91,ETSY,Consumer Cyclical,Internet Retail,2015-04-16,-0.032258064516129004,-0.08066666920979815,-0.1626666386922201,-0.3316666920979817,-0.568999989827474,-0.7179999987284342,0.0008729514204168787,-0.011893391566338174,0.34854357875967157,0.005708774267675798,-0.09778275668597713,-0.010030416777697782
92,VFF,Consumer Defensive,Farm Products,2019-02-21,0.10674166333237833,0.09137051610915603,0.004060909675524194,0.660913703224697,0.17766496773869989,-0.4862944419475713,-0.0012766365584631068,0.0065736685235144865,-0.03398721991774645,0.005081575749954492,0.06756305678278274,0.22441565628335458
93,FRSX,Consumer Cyclical,Auto Parts,2017-06-15,0.011120996667739691,-0.03211612657008023,-0.07787067722877428,-0.20809501264824748,-0.5169379778546161,-0.6858776942244005,0.004380403225840768,0.0,0.13292297867331393,0.011824230618837861,0.06086485221233873,0.16984779474209044
94,RUN,Technology,Solar,2015-08-05,-0.17534455499812585,-0.18570101346265755,-0.0909935426422569,0.0807799302303589,-0.27019500469487556,-0.5413184914342872,-0.0006381766964356217,-0.008461009087830207,0.35069388877683116,-0.06872603086559448,-0.04460645873045943,0.039952282019207974
95,PRTY,Consumer Cyclical,Specialty Retail,2015-04-15,0.0,0.21764710370232088,0.22764710819019984,0.27941176470588225,0.03823527167825147,-0.10529411540311928,0.0015872773670013718,-0.0006338093531509381,0.3476888592263221,0.0041996659742222775,-0.06171858569644317,-0.010415168933563979
